1.34,1
1.42,1
1.39,1
1.33,1
1.33,1
1.24,1
1.47,0
1.26,0
1.2,1
1.24,0
1.36,1
1.44,1
1.27,0
1.19,0
1.45,1
1.3,0
1.34,1
1.42,1
1.39,1
1.33,1
1.33,1
1.24,1
1.47,0
1.26,0
1.2,1
1.24,0
1.36,1
1.44,1
1.27,0
1.19,0
1.45,1
1.3,0
1.47,1
1.3,0
1.26,0
1.42,1
1.21,1
1.44,0
1.31,1
1.26,1
1.47,1
1.3,0
1.26,0
1.42,1
1.21,1
1.44,0
1.31,1
1.26,1
1.47,1
1.3,0
1.26,0
1.42,1
1.21,1
1.44,0
1.31,1
1.26,1
1.47,1
1.3,0
1.26,0
1.42,1
1.21,1
1.44,0
1.31,1
1.26,1
1.36,1
1.21,1
1.42,1
1.26,1
1.25,1
1.42,1
1.49,0
1.48,1
1.25,0
1.4,0
1.39,1
1.17,1
1.25,0
1.4,1
1.47,1
1.36,0
1.46,0
1.37,0
1.36,1
1.21,1
1.42,1
1.26,1
1.25,1
1.42,1
1.49,0
1.48,1
1.25,0
1.4,0
1.39,1
1.17,1
1.25,0
1.4,1
1.47,1
1.36,0
1.46,0
1.37,0
1.36,1
1.21,1
1.42,1
1.26,1
1.25,1
1.42,1
1.49,0
1.48,1
1.25,0
1.4,0
1.39,1
1.17,1
1.25,0
1.4,1
1.47,1
1.36,0
1.46,0
1.37,0
1.36,1
1.21,1
1.42,1
1.26,1
1.25,1
1.42,1
1.49,0
1.48,1
1.25,0
1.4,0
1.39,1
1.17,1
1.25,0
1.4,1
1.47,1
1.36,0
1.46,0
1.37,0
1.5,1
1.24,1
1.47,1
1.35,1
1.26,1
1.37,1
1.24,1
1.32,0
1.5,1
1.24,1
1.47,1
1.35,1
1.26,1
1.37,1
1.24,1
1.32,0
1.5,1
1.24,1
1.47,1
1.35,1
1.26,1
1.37,1
1.24,1
1.32,0
1.5,1
1.24,1
1.47,1
1.35,1
1.26,1
1.37,1
1.24,1
1.32,0
1.28,1
1.24,1
1.43,1
1.4,0
1.4,1
1.35,1
1.3,0
1.39,1
1.43,0
1.38,1
1.45,0
1.28,1
1.24,1
1.43,1
1.4,0
1.4,1
1.35,1
1.3,0
1.39,1
1.43,0
1.38,1
1.45,0
1.28,1
1.24,1
1.43,1
1.4,0
1.4,1
1.35,1
1.3,0
1.39,1
1.43,0
1.38,1
1.45,0
1.28,1
1.24,1
1.43,1
1.4,0
1.4,1
1.35,1
1.3,0
1.39,1
1.43,0
1.38,1
1.45,0
1.5,1
1.47,0
1.4,0
1.45,1
1.24,1
1.45,1
1.5,1
1.47,0
1.4,0
1.45,1
1.24,1
1.45,1
